Retailer,Address,CITY,ZIP,County,Game,Year,Month,Winnings
BEE LINE SNACK SHOP 1,2205 SOUTHRIDGE DR,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,30
BEE LINE SNACK SHOP 10,6318 STATE RT B,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,1,4
BEE LINE SNACK SHOP 2,162 W SIMON BLVD,HOLTS SUMMIT,65043,CALLAWAY,TRIPLE PLAY,2016,1,68
BEE LINE SNACK SHOP 2,162 W SIMON BLVD,HOLTS SUMMIT,65043,CALLAWAY,TRIPLE PLAY,2016,2,0
BEE LINE SNACK SHOP 3,1100 MISSOURI BLVD,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,6
BEE LINE SNACK SHOP 7,21340 S MT PLEASANT RD,HARTSBURG,65039,BOONE,TRIPLE PLAY,2016,1,0
BEE LINE SNACK SHOP 9,1005 ISLEY BLVD,EXCELSIOR SPG,64024,CLAY,TRIPLE PLAY,2016,1,28
BREAK TIME 3118,326 ELLIS BLVD,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,1,16
BREAK TIME 3118,326 ELLIS BLVD,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,2,0
PIERSON'S PACKAGE STORE,34218 HWY 86,EAGLE ROCK,65641,BARRY,TRIPLE PLAY,2016,1,22
PIERSON'S PACKAGE STORE,34218 HWY 86,EAGLE ROCK,65641,BARRY,TRIPLE PLAY,2016,2,0
CORNER BAR & GRILL,571 FIRST CAPITOL DR,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,4
CORNER BAR & GRILL,571 FIRST CAPITOL DR,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,2,0
HANNAH'S GENERAL STORE 3,108 W 1ST ST,FAIR PLAY,65649,POLK,TRIPLE PLAY,2016,1,8
LOVES TRAVEL STOP 341,3500 HY POINT IND PK DR,ROLLA,65401,PHELPS,TRIPLE PLAY,2016,1,4
LOVES TRAVEL STOP 341,3500 HY POINT IND PK DR,ROLLA,65401,PHELPS,TRIPLE PLAY,2016,3,0
QUIKTRIP 679,8000 WATSON RD,ST LOUIS,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,102
QUIKTRIP 679,8000 WATSON RD,ST LOUIS,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
MURPHY USA 7344,14724 STATE HWY 38,MARSHFIELD,65706,WEBSTER,TRIPLE PLAY,2016,1,8
EAGLES 4492,310 MAIN ST,BELTON,64012,CASS,TRIPLE PLAY,2016,1,4
ONE-STOP MINI MART,3106-10 DELMAR BLVD,ST LOUIS,63103,ST. LOUIS CITY,TRIPLE PLAY,2016,1,10
CASEYS 2642,612 S BUS US HWY 65,BRANSON,65616,TANEY,TRIPLE PLAY,2016,1,4
METROPOLITAN NEWSTANDS,211 N BROADWAY STE 180,ST LOUIS,63102,ST. LOUIS CITY,TRIPLE PLAY,2016,1,12
METROPOLITAN NEWSTANDS,211 N BROADWAY STE 180,ST LOUIS,63102,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
GLOVERS COUNTRY JUNCTION,19032 HIGHWAY 174,MT VERNON,65712,LAWRENCE,TRIPLE PLAY,2016,1,42
GLOVERS COUNTRY JUNCTION,19032 HIGHWAY 174,MT VERNON,65712,LAWRENCE,TRIPLE PLAY,2016,2,0
TELEGRAPH LIQUORS,5661 TELEGRAPH RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,30
GIERS BASS PRO,105 W 4TH ST,ELDON,65026,MILLER,TRIPLE PLAY,2016,1,0
VILLAGE VIDEO,314 W ST JOSEPH ST,PERRYVILLE,63775,PERRY,TRIPLE PLAY,2016,1,4
QUICK STOP,12114 BLUE RIDGE EXT,GRANDVIEW,64030,JACKSON,TRIPLE PLAY,2016,1,14
TONY'S DISCOUNT CENTER,2604 E 27TH ST,KANSAS CITY,64127,JACKSON,TRIPLE PLAY,2016,1,0
DONTIES,11 W ALLEN ST,WENTZVILLE,63385,ST. CHARLES,TRIPLE PLAY,2016,1,0
ULTRA MART3 CSTORE & LIQ,2102 PARIS RD,COLUMBIA,65202,BOONE,TRIPLE PLAY,2016,1,0
HY-VEE GAS 1406,1215 SOUTH MAIN STREET,MARYVILLE,64468,NODAWAY,TRIPLE PLAY,2016,1,10
PIANO ROOM THE,8410 WORNALL RD,KANSAS CITY,64114,JACKSON,TRIPLE PLAY,2016,1,4
PIANO ROOM THE,8410 WORNALL RD,KANSAS CITY,64114,JACKSON,TRIPLE PLAY,2016,2,0
PETRO MART 67,1990 1ST CAPITAL DR,ST CHARLES,63303,ST. CHARLES,TRIPLE PLAY,2016,1,28
HAMPTON BP,1104 HAMPTON AVE,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,1,10
PRENGER FOODS,275 E SINGLETON ST,CENTRALIA,65240,BOONE,TRIPLE PLAY,2016,1,0
SHOP N SAVE 4550,7909 HIGHWAY N,DARDENNE PRAIRIE,63368,ST. CHARLES,TRIPLE PLAY,2016,1,16
SHOP N SAVE 4550,7909 HIGHWAY N,DARDENNE PRAIRIE,63368,ST. CHARLES,TRIPLE PLAY,2016,4,0
CASEYS 2631,1015 N MAIN ST,NIXA,65714,CHRISTIAN,TRIPLE PLAY,2016,1,118
CASEYS 2631,1015 N MAIN ST,NIXA,65714,CHRISTIAN,TRIPLE PLAY,2016,4,0
QUIKTRIP 159,10150 NE COOKINGHAM RD,KANSAS CITY,64157,CLAY,TRIPLE PLAY,2016,1,16
RAPID ROBERT'S 103,615 W MT VERNON ST,NIXA,65714,CHRISTIAN,TRIPLE PLAY,2016,1,10
SCHNUCKS MARKET 145,8037 W FLORISSANT AVE,JENNINGS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,44
SCHNUCKS MARKET 145,8037 W FLORISSANT AVE,JENNINGS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
EAGLE LIQUOR,1500 I-70 DR SW STE 3-4,COLUMBIA,65203,BOONE,TRIPLE PLAY,2016,1,0
POP SHOP,470 N MIAMI AVE,MARSHALL,65340,SALINE,TRIPLE PLAY,2016,1,6
PATRICIA'S FOODS,201 SW EAGLES PKWY,GRAIN VALLEY,64029,JACKSON,TRIPLE PLAY,2016,1,6
PETRO MART 48,3850 N RANGELINE,COLUMBIA,65202,BOONE,TRIPLE PLAY,2016,1,36
PETRO MART 48,3850 N RANGELINE,COLUMBIA,65202,BOONE,TRIPLE PLAY,2016,2,0
SHOP N SAVE 4548,2183 CHARBONIER RD,FLORISSANT,63031,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,84
SHOP N SAVE 4548,2183 CHARBONIER RD,FLORISSANT,63031,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
SHOP N SAVE 4548,2183 CHARBONIER RD,FLORISSANT,63031,ST. LOUIS COUNTY,TRIPLE PLAY,2016,5,0
SMART MART,6811 HOWDERSHELL RD,HAZELWOOD,63042,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,18
CENTERFIELDS CONV STORE,3150 HIGHWAY T,FORISTELL,63348,ST. CHARLES,TRIPLE PLAY,2016,1,122
ZUMBEHL BP,1990 ZUMBEHL RD,ST CHARLES,63303,ST. CHARLES,TRIPLE PLAY,2016,1,8
ZUMBEHL BP,1990 ZUMBEHL RD,ST CHARLES,63303,ST. CHARLES,TRIPLE PLAY,2016,2,0
ROAD RANGER 145,205 N HIGHWAY DRIVE,FENTON,63026,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,8
MERAMEC ARNOLD ELKS,1515 MILLER RD,IMPERIAL,63052,JEFFERSON,TRIPLE PLAY,2016,1,0
AFTERSHOCK SPORTS BAR/GR,11750 MO BOTTOM RD,HAZELWOOD,63042,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
DARNELLS COUNTRY CONV,1804 HIGHWAY B,POPLAR BLUFF,63901,BUTLER,TRIPLE PLAY,2016,1,6
COUNTRY MART,1901 WEST 19TH ST,MOUNTAIN GROVE,65711,WRIGHT,TRIPLE PLAY,2016,1,4
COUNTRY MART EXPRESS,1901 WEST 19TH ST,MOUNTAIN GROVE,65711,WRIGHT,TRIPLE PLAY,2016,1,4
FORTELS PIZZA DEN,7932 MACKENZIE RD,ST LOUIS,63123,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
BEULAH'S RED VELVET LNG,4769 DR MLK DRIVE,ST LOUIS,63113,ST. LOUIS CITY,TRIPLE PLAY,2016,1,4
TOTO MART NORTH,2003 N BISHOP,ROLLA,65401,PHELPS,TRIPLE PLAY,2016,1,12
QUIK STOP #1,6054 KING HILL AVE,ST JOSEPH,64504,BUCHANAN,TRIPLE PLAY,2016,1,8
QUIK STOP #1,6054 KING HILL AVE,ST JOSEPH,64504,BUCHANAN,TRIPLE PLAY,2016,2,0
SURF N GO,5002 NE PARVIN RD,KANSAS CITY,64117,JACKSON,TRIPLE PLAY,2016,1,8
BUZZY'S,208 NORTH LINCOLN DR,TROY,63379,LINCOLN,TRIPLE PLAY,2016,1,18
CASEYS 2652,610 W OLD HWY 36,CHILLICOTHE,64601,LIVINGSTON,TRIPLE PLAY,2016,1,18
U-GAS HWY Z 227,1197 HIGHWAY Z,WENTZVILLE,63385,ST. CHARLES,TRIPLE PLAY,2016,1,118
U-GAS HWY Z 227,1197 HIGHWAY Z,WENTZVILLE,63385,ST. CHARLES,TRIPLE PLAY,2016,3,0
MURPHY USA 6805,879 E US HIGHWAY 60,MONETT,65708,BARRY,TRIPLE PLAY,2016,1,136
MURPHY USA 7725,301 A EAST COOPER AVE,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,1,20
MURPHY USA 7725,301 A EAST COOPER AVE,WARRENSBURG,64093,JOHNSON,TRIPLE PLAY,2016,2,0
MURPHY USA 6910,405 S BARRETT,NEVADA,64772,VERNON,TRIPLE PLAY,2016,1,0
R STORE,401 MAIN ST,HALE,64643,CARROLL,TRIPLE PLAY,2016,1,26
FASTLANE 43,901 MERAMEC STATION RD,VALLEY PARK,63088,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,12
JUDY'S FIRESIDE,2128 WOODSON RD,OVERLAND,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,8
JUDY'S FIRESIDE,2128 WOODSON RD,OVERLAND,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
SCHNUCKS MARKET 173,1393 BIG BEND BLVD STE 1,TWIN OAKS,63021,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,118
SCHNUCKS MARKET 173,1393 BIG BEND BLVD STE 1,TWIN OAKS,63021,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
SCHNUCKS MARKET 173,1393 BIG BEND BLVD STE 1,TWIN OAKS,63021,ST. LOUIS COUNTY,TRIPLE PLAY,2016,5,0
HANDY DANDY,N HIGHWAY 21,DONIPHAN,63935,RIPLEY,TRIPLE PLAY,2016,1,6
SPEEDY GAS & WASH,13898 MANCHESTER RD,BALLWIN,63011,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,12
SPEEDY GAS & WASH,13898 MANCHESTER RD,BALLWIN,63011,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
AMVETS POST 153,306 BROAD ST,MOKANE,65059,CALLAWAY,TRIPLE PLAY,2016,1,4
QUIKTRIP 674,4435 TELEGRAPH RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,44
QUIKTRIP 674,4435 TELEGRAPH RD,ST LOUIS,63129,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
JOPLIN ELKS LODGE 501,1802 W 26TH ST,JOPLIN,64804,JASPER,TRIPLE PLAY,2016,1,14
MURPHY USA 5744,2204 N BALTIMORE ST,KIRKSVILLE,63501,ADAIR,TRIPLE PLAY,2016,1,8
MURPHY USA 5748,1303 HIGHWAY 24 E,MOBERLY,65270,RANDOLPH,TRIPLE PLAY,2016,1,0
MURPHY USA 6604,2106 N MAIN AVE,MOUNTAIN GROVE,65711,WRIGHT,TRIPLE PLAY,2016,1,0
MURPHY USA 5751,2635 GRAND AVE,CARTHAGE,64836,JASPER,TRIPLE PLAY,2016,1,142
MURPHY USA 5751,2635 GRAND AVE,CARTHAGE,64836,JASPER,TRIPLE PLAY,2016,2,0
MURPHY USA 6864,1431 S SAM HOUSTON BLVD,HOUSTON,65483,TEXAS,TRIPLE PLAY,2016,1,2
MURPHY USA 6539,1603 S MAIN ST,MARYVILLE,64468,NODAWAY,TRIPLE PLAY,2016,1,0
MURPHY USA 6991,102 W POLK ST,WARSAW,65355,BENTON,TRIPLE PLAY,2016,1,34
LAKEVIEW COUNTRY STORE,2990 HIGHWAY 176,ROCKAWAY BEACH,65740,TANEY,TRIPLE PLAY,2016,1,0
MID27 FOOD MART,901 E 27TH ST,KANSAS CITY,64108,JACKSON,TRIPLE PLAY,2016,1,0
DOUGLAS VALERO 22,1601 N DOUGLAS,LEES SUMMIT,64086,JACKSON,TRIPLE PLAY,2016,1,8
POUR BOYS 9,4225 N OAK TRFWY,KANSAS CITY,64116,CLAY,TRIPLE PLAY,2016,1,28
POUR BOYS 9,4225 N OAK TRFWY,KANSAS CITY,64116,CLAY,TRIPLE PLAY,2016,2,0
GAS MART VII,2099 OLD STATE RT 21,IMPERIAL,63052,JEFFERSON,TRIPLE PLAY,2016,1,26
GAS MART VII,2099 OLD STATE RT 21,IMPERIAL,63052,JEFFERSON,TRIPLE PLAY,2016,2,0
BLUE PARKWAY SUNFRESH,4209 EAST 50TH TERR,KANSAS CITY,64130,JACKSON,TRIPLE PLAY,2016,1,16
RICOCHETS BILLIARDS CAFE,108 N 2ND ST,ODESSA,64076,LAFAYETTE,TRIPLE PLAY,2016,1,6
SHORT STOP,9013 E 40 HWY,INDEPENDENCE,64050,JACKSON,TRIPLE PLAY,2016,1,4
JIMMY MACKS,5838 SOUTHWEST AVE,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,1,2
7-ELEVEN 30285C,5350 CHIPPEWA ST,ST LOUIS,63109,ST. LOUIS CITY,TRIPLE PLAY,2016,1,4
7-ELEVEN 30285C,5350 CHIPPEWA ST,ST LOUIS,63109,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
SHOP N SAVE 4549,9521 LEWIS & CLARK BLVD,MOLINE ACRES,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,256
SHOP N SAVE 4549,9521 LEWIS & CLARK BLVD,MOLINE ACRES,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
SHOP N SAVE 4549,9521 LEWIS & CLARK BLVD,MOLINE ACRES,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,3,0
WIMFIELDS ON MAIN,101 E MAIN ST,ADRIAN,64720,BATES,TRIPLE PLAY,2016,1,0
RUBY'S FOOD & FUEL,2176 STATE HWY 248,BRANSON,65616,TANEY,TRIPLE PLAY,2016,1,2
RUBY'S FOOD & FUEL,2176 STATE HWY 248,BRANSON,65616,TANEY,TRIPLE PLAY,2016,2,0
CROSSROADS CONV STORE,40001 HIGHWAY 42 W,BRINKTOWN,65443,MARIES,TRIPLE PLAY,2016,1,0
RICHMOND SINCLAIR,800 E MAIN ST,RICHMOND,64085,RAY,TRIPLE PLAY,2016,1,32
PILOT TRAVEL CENTERS 208,1475 THORNTON ST,PACIFIC,63069,FRANKLIN,TRIPLE PLAY,2016,1,4
C & R SUPERMARKET 2477,1110 HWY 24 & 36 E,MONROE CITY,63456,RALLS,TRIPLE PLAY,2016,1,0
DARNELLS GREEN FOREST GR,2605 TOWNSHIP LINE RD,POPLAR BLUFF,63901,BUTLER,TRIPLE PLAY,2016,1,6
HAYTI TRAVEL CENTER,1200 E HWY 84,HAYTI,63851,PEMISCOT,TRIPLE PLAY,2016,1,0
HOLIDAY LIQUOR,7543 TROOST AVE,KANSAS CITY,64131,JACKSON,TRIPLE PLAY,2016,1,0
PETRO MART 73,859 MERAMEC STATION RD,VALLEY PARK,63088,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,28
JERRY'S STOP & GO,109 MAIN ST,CHAMOIS,65024,OSAGE,TRIPLE PLAY,2016,1,0
HI-POINT LIQ & SMK SHOP,5211 S RANGELINE RD,JOPLIN,64804,NEWTON,TRIPLE PLAY,2016,1,14
HI-POINT LIQ & SMK SHOP,5211 S RANGELINE RD,JOPLIN,64804,NEWTON,TRIPLE PLAY,2016,2,0
TOWN & COUNTRY,704 S HWY 59,ANDERSON,64831,MCDONALD,TRIPLE PLAY,2016,1,12
TOWN & COUNTRY,704 S HWY 59,ANDERSON,64831,MCDONALD,TRIPLE PLAY,2016,2,0
LUCKY T CONVENIENCE,HWY 37 NORTH,SELIGMAN,65745,BARRY,TRIPLE PLAY,2016,1,2
BALLENTINES 5-81 ONE STP,5681 OLD RT 5,CAMDENTON,65020,CAMDEN,TRIPLE PLAY,2016,1,16
GRUMPY'S,3455 S CAMPBELL AVE,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,1,0
KUM & GO 29,2577 HIGH ST,SARCOXIE,64862,JASPER,TRIPLE PLAY,2016,1,6
IMPERIAL BOWL,6045 W OUTER RD,IMPERIAL,63052,JEFFERSON,TRIPLE PLAY,2016,1,16
IMPERIAL BOWL,6045 W OUTER RD,IMPERIAL,63052,JEFFERSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 672,100 BOURBEUSE RVR ACCESS,UNION,63084,FRANKLIN,TRIPLE PLAY,2016,1,0
QUIKTRIP 672,100 BOURBEUSE RVR ACCESS,UNION,63084,FRANKLIN,TRIPLE PLAY,2016,2,0
MAIN STREET CONVENIENCE,412 E MAIN ST,FORDLAND,65652,WEBSTER,TRIPLE PLAY,2016,1,94
TATTOOED LADY BAR & GRIL,181 MOSCOW SPG PLZ,MOSCOW MILLS,63362,LINCOLN,TRIPLE PLAY,2016,1,0
LANDES OIL INC,103 HILL ST,STEWARTSVILLE,64490,DEKALB,TRIPLE PLAY,2016,1,10
LANDES OIL INC,103 HILL ST,STEWARTSVILLE,64490,DEKALB,TRIPLE PLAY,2016,2,0
LANDES OIL INC,103 HILL ST,STEWARTSVILLE,64490,DEKALB,TRIPLE PLAY,2016,3,0
CHANCES R,310 S MAIN,LAURIE,65038,MORGAN,TRIPLE PLAY,2016,1,16
TREX MART 11,4177 HIGHWAY 59,SAVANNAH,64485,ANDREW,TRIPLE PLAY,2016,1,0
MICHAELS LAKEWOOD LIQUOR,815 NE LAKEWOOD BLVD,LEES SUMMIT,64064,JACKSON,TRIPLE PLAY,2016,1,0
QUICK RUN II,24231 N SALINE 65 HWY,MARSHALL,65340,SALINE,TRIPLE PLAY,2016,1,8
CHARLES TOP NOTCH PKG LI,606 W MARSHALL ST,CHARLESTON,63834,MISSISSIPPI,TRIPLE PLAY,2016,1,0
DAVE'S COUNTRY MART,105 SOUTH MOREAU AVE,TIPTON,65081,MONITEAU,TRIPLE PLAY,2016,1,0
TRENTON BP,1904 E 9TH ST,TRENTON,64683,GRUNDY,TRIPLE PLAY,2016,1,28
TRENTON BP,1904 E 9TH ST,TRENTON,64683,GRUNDY,TRIPLE PLAY,2016,2,0
BREAK TIME 3119,1300 E MAIN ST,LINN,65051,OSAGE,TRIPLE PLAY,2016,1,4
BREAK TIME 3119,1300 E MAIN ST,LINN,65051,OSAGE,TRIPLE PLAY,2016,2,0
WOODROW'S,35 SHAWNEE FOUR DR,SUNRISE BEACH,65079,CAMDEN,TRIPLE PLAY,2016,1,8
DEERFIELD TRAVEL CENTER,1027 N WALNUT ST,STEELE,63877,PEMISCOT,TRIPLE PLAY,2016,1,0
RIVERVIEW CIRCLE BP,9102 HALLS FERRY RD,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,40
QUIKTRIP 663,55 WENTZVILLE PKWY,WENTZVILLE,63385,ST. CHARLES,TRIPLE PLAY,2016,1,72
CODY'S EAGLE STOP 2,1308 SPUR DRIVE,MARSHFIELD,65706,WEBSTER,TRIPLE PLAY,2016,1,0
DISCOUNT WINE & SPIRITS,3821 ELM ST,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,6
DEBZ CORNER LLC,685 BIG BEND RD,MANCHESTER,63021,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
THRIFTWAY,12 E MONROE ST,BUCKNER,64016,JACKSON,TRIPLE PLAY,2016,1,8
THRIFTWAY,12 E MONROE ST,BUCKNER,64016,JACKSON,TRIPLE PLAY,2016,4,0
JP'S CORNER,11890 GRAVOIS RD,ST LOUIS,63127,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
HANNAH'S GENERAL STORE 1,241 E MADISON,NIANGUA,65713,WEBSTER,TRIPLE PLAY,2016,1,22
HANNAHS GENERAL STORE 2,3649 STATE HIGHWAY 38,ELKLAND,65644,WEBSTER,TRIPLE PLAY,2016,1,4
HANNAHS GENERAL STORE 4,725 W JEFFERSON AVE,CONWAY,65632,LACLEDE,TRIPLE PLAY,2016,1,0
AMERICAN LEGION POST 217,32739 HIGHWAY MM,WARSAW,65355,BENTON,TRIPLE PLAY,2016,1,4
AMERICAN LEGION POST 217,32739 HIGHWAY MM,WARSAW,65355,BENTON,TRIPLE PLAY,2016,2,0
BEVERAGE HUT,207 US HIGHWAY 50 W,TIPTON,65081,MONITEAU,TRIPLE PLAY,2016,1,30
BEVERAGE HUT,207 US HIGHWAY 50 W,TIPTON,65081,MONITEAU,TRIPLE PLAY,2016,2,0
LUCKY'S,1140 BAGNELL DAM BLVD,LAKE OZARK,65049,MILLER,TRIPLE PLAY,2016,1,60
LUCKY'S,1140 BAGNELL DAM BLVD,LAKE OZARK,65049,MILLER,TRIPLE PLAY,2016,2,0
EXPRESS STOP,5712 INDEPENDENCE AVE,KANSAS CITY,64123,JACKSON,TRIPLE PLAY,2016,1,0
MULE TOBACCO BARN,11132 DILLON OUTER RD,ROLLA,65401,PHELPS,TRIPLE PLAY,2016,2,0
PACIFIC BP 23,1692 W OSAGE ST,PACIFIC,63069,FRANKLIN,TRIPLE PLAY,2016,1,68
MARTINS MARKET,4324 MARTIN L KING DR,ST LOUIS,63113,ST. LOUIS CITY,TRIPLE PLAY,2016,1,8
MURPHY USA 5803,105 E HIGHWAY 47,TROY,63379,LINCOLN,TRIPLE PLAY,2016,1,12
MURPHY USA 5803,105 E HIGHWAY 47,TROY,63379,LINCOLN,TRIPLE PLAY,2016,2,0
MURPHY USA 6561,1106 N MASSEY BLVD,NIXA,65714,CHRISTIAN,TRIPLE PLAY,2016,1,0
MURPHY USA 6894,2 MEMORIAL DRIVE,POTOSI,63664,WASHINGTON,TRIPLE PLAY,2016,1,0
LINQ FOOD MART 2,18700 EAST US HWY 24,INDEPENDENCE,64056,JACKSON,TRIPLE PLAY,2016,1,12
PILOT TRAVEL CENTERS 252,600 W STATE RT 92,KEARNEY,64060,CLAY,TRIPLE PLAY,2016,1,0
VINNY'S,751 N MAIN ST,LAURIE,65037,MORGAN,TRIPLE PLAY,2016,1,0
D & B C-STORE,1580 HWY N,BISMARCK,63624,ST. FRANCOIS,TRIPLE PLAY,2016,1,6
GAS CITY,1109 BUS 44 & RT 66,ST ROBERT,65584,PULASKI,TRIPLE PLAY,2016,1,2
IN N OUT,9400 S BROADWAY ST,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
STREILERS PUB,555 HOWDERSHELL RD,FLORISSANT,63031,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
C & R SUPERMARKET 2485,640 COMMONS DR,FULTON,65251,CALLAWAY,TRIPLE PLAY,2016,1,0
FASTLANE 62,200 BROOK LANE,LAURIE,65037,MORGAN,TRIPLE PLAY,2016,1,2
STAR MART,3905 W CHESTNUT EXPY,SPRINGFIELD,65802,GREENE,TRIPLE PLAY,2016,1,0
OUR PLACE CONV AND GAS,24522 US HWY 61,ST MARY,63673,ST. GENEVIEVE,TRIPLE PLAY,2016,1,12
OUR PLACE CONV AND GAS,24522 US HWY 61,ST MARY,63673,ST. GENEVIEVE,TRIPLE PLAY,2016,2,0
SHELL STORE,11901 BLUE RIDGE BLVD,KANSAS CITY,64134,JACKSON,TRIPLE PLAY,2016,1,16
BEE LINE SNACK SHOP 6,5805 BUS 50 WEST,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,78
BEE LINE SNACK SHOP 6,5805 BUS 50 WEST,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,2,0
JJ TWIG'S PIZZA & PUB,1815 BAGNELL DAM BLVD,LAKE OZARK,65049,MILLER,TRIPLE PLAY,2016,1,0
7-ELEVEN 21391C,16801 E GUDGELL RD,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,1,8
MURPHY USA 7416,1645 A ROY DRIVE,WASHINGTON,63090,FRANKLIN,TRIPLE PLAY,2016,1,90
HANLEY HILL GROC & LIQ,7921 PAGE AVE,ST LOUIS,63133,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,20
QUICK SHOP 2,1900 W JESSE JAMES RD,EXCELSIOR SPG,64024,CLAY,TRIPLE PLAY,2016,1,4
HANNAHS GEN ST-CON WEST,817 W JEFFERSON AVE,CONWAY,65632,LACLEDE,TRIPLE PLAY,2016,1,4
POTOSI C STORE,830 E HIGH ST,POTOSI,63664,WASHINGTON,TRIPLE PLAY,2016,1,24
CHIGGERS CONV STORE,309 N OLD 71 HWY,SHELDON,64784,VERNON,TRIPLE PLAY,2016,1,0
VILLAGE MART 11,1221 E KINGSLEY ST,SPRINGFIELD,65810,GREENE,TRIPLE PLAY,2016,1,10
VILLAGE MART 2,3405 S CAMPBELL AVE,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,1,20
BALLENGER LIQUOR & CSTOR,2201 N BALLENGER LANE,COLUMBIA,65202,BOONE,TRIPLE PLAY,2016,1,0
MOTLEY'S PUB N' GRUB,2003 HWY K,OFALLON,63366,ST. CHARLES,TRIPLE PLAY,2016,1,8
JEFFERSON CONOCO,S 2323 JEFFERSON AVE,ST LOUIS,63104,ST. LOUIS CITY,TRIPLE PLAY,2016,1,8
WHISTLE STOP,200 W US HWY 40,ODESSA,64076,LAFAYETTE,TRIPLE PLAY,2016,1,18
EXPRESS LANE,3846 KEOKUK ST,ST LOUIS,63116,ST. LOUIS CITY,TRIPLE PLAY,2016,1,24
EXPRESS LANE,3846 KEOKUK ST,ST LOUIS,63116,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
FASTLANE 34,994 KNAUST RD,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,1,28
QUICKGO,3625 ATHENA SCHOOL RD,DESOTO,63020,JEFFERSON,TRIPLE PLAY,2016,1,12
CIG-LIQ OUTLET,1375 DUNN RD,ST LOUIS,63138,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,30
CIG-LIQ OUTLET,10201 ST CHARLES RK RD,ST ANN,63074,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,34
CIG-LIQ OUTLET,10201 ST CHARLES RK RD,ST ANN,63074,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
KNOBTOWN LIQUORS,13101 E BLUE PKWY,KANSAS CITY,64138,JACKSON,TRIPLE PLAY,2016,1,38
GABIS LIQUOR,710 S NEW FLORISSANT RD,FLORISSANT,63031,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,8
AUTOBAHN,7538 NW PRAIRIE VIEW RD,PLATTE WOODS,64151,PLATTE,TRIPLE PLAY,2016,1,50
AUTOBAHN,7538 NW PRAIRIE VIEW RD,PLATTE WOODS,64151,PLATTE,TRIPLE PLAY,2016,2,0
